company_fyi,ticker,ticker_edgar,ticker_yfinance,yf_name,yf_exchange,cik,announcement_date,edgar_8k_date,layoff_count,layoff_pct,industry,country,source_url,match_src,confidence,mkt_cap_usd,currency,ticker_valid
Uber,UBER,,UBER,"Uber Technologies, Inc.",NYQ,,2023-06-21,,200.0,,Transportation,United States,https://www.nasdaq.com/articles/uber-to-lay-off-200-employees-in-recruitment-division,yfinance_only,MEDIUM,147587495328.37854,USD,True
Illumina,ILMN,ILMN,ILMN,"Illumina, Inc.",NMS,1110803.0,2023-06-21,2023-06-26,,,Healthcare,United States,https://www.sec.gov/Archives/edgar/data/1110803/000111080323000048/ilmn-20230621.htm,EDGAR_exact,HIGH,19361726580.047607,USD,True
Grab,GRAB,,GRAB,Grab Holdings Limited,NMS,,2023-06-20,,1000.0,11%,Transportation,Singapore,https://www.reuters.com/technology/singapores-grab-informs-staff-1000-layoffs-2023-06-20/,yfinance_only,MEDIUM,15048768456.451933,USD,True
Nikola,NKLA,,NKLA,Nikola Corporation,NGM,,2023-06-16,,270.0,,Transportation,United States,https://www.reuters.com/business/autos-transportation/electric-truck-maker-nikola-laying-off-270-employees-2023-06-16/,yfinance_only,MEDIUM,15457607.25902915,USD,True
Qualcomm,QCOM,,QCOM,QUALCOMM Incorporated,NMS,,2023-06-16,,84.0,,Hardware,United States,https://www.bizjournals.com/sanjose/news/2023/06/16/qualcomm-laying-off-dozens-in-santa-clara.html,yfinance_only,MEDIUM,135940779278.794,USD,True
Sonos,SONO,SONO,SONO,"Sonos, Inc.",NMS,1314727.0,2023-06-14,2025-02-24,130.0,7%,Consumer,United States,https://www.cnbc.com/2023/06/14/sonos-layoffs-company-cuts-7percent-or-about-130-employees.html,EDGAR_exact,HIGH,1658372886.3164816,USD,True
TrueCar,TRUE,TRUE,,,,1327318.0,2023-06-14,2023-08-01,102.0,24%,Transportation,United States,https://techcrunch.com/2023/06/14/truecar-lays-off-102-employees-taps-new-ceo-amid-restructure/,EDGAR_exact,MEDIUM,,,False
Olo,OLO,OLO,OLOX,Olenox Industries Inc.,NCM,1431695.0,2023-06-14,2024-09-20,81.0,11%,Food,United States,https://www.restaurantbusinessonline.com/technology/olo-lays-81-people-part-reorganization,EDGAR_exact,LOW_CONFLICT,,,False
Western Digital,WDC,,WDC,Western Digital Corporation,NMS,,2023-06-13,,211.0,,Hardware,United States,https://www.bizjournals.com/sanjose/news/2023/06/13/western-digital-to-cut-more-silicon-valley-workers.html,yfinance_only,MEDIUM,101793676688.34769,USD,True
Zalando,ZAL.DE,,ZAL.DE,Zalando SE                    I,GER,,2023-06-13,,,,Retail,Germany,https://www.textilwirtschaft.de/business/news/abfindungsprogramm-zalando-neue-details-zum-stellenabbau-240656?crefresh=1,yfinance_only,MEDIUM,5400595004.815636,EUR,True
Chegg,CHGG,CHGG,CHGG,"Chegg, Inc.",NYQ,1364954.0,2023-06-12,2024-11-12,80.0,4%,Education,United States,https://www.bloomberg.com/news/articles/2023-06-12/chegg-slashes-4-of-workforce-following-shift-to-embrace-ai#xj4y7vzkg,EDGAR_exact,HIGH,80495062.87858629,USD,True
23andMe,ME,,ME,23andMe Holding Co.,NCM,,2023-06-09,,75.0,9%,Healthcare,United States,https://www.genomeweb.com/business-news/23andme-laying-9-percent-workforce-cut-operating-costs,yfinance_only,MEDIUM,13335447.160291672,USD,True
Freshworks,FRSH,,FRSH,Freshworks Inc.,NMS,,2023-06-08,,,,Support,United States,https://bwdisrupt.businessworld.in/article/SaaS-Startup-Freshworks-Conducts-Another-Round-Of-Layoff-Fires-114-Employees/08-06-2023-479793/,yfinance_only,MEDIUM,2292970896.5888214,USD,True
Nubank,,,,,,,2023-06-07,,296.0,,Finance,Brazil,https://brazilian.report/liveblog/politics-insider/2023/06/07/nubank-layoffs-restructuring/,yfinance_only,NONE,,,
HashiCorp,,,,,,,2023-06-07,,,8%,Infrastructure,United States,https://ir.hashicorp.com/news-releases/news-release-details/hashicorp-announces-first-quarter-financial-results-fiscal-0,yfinance_only,NONE,,,
Coherent,COHR,,COHR,Coherent Corp.,NYQ,,2023-06-06,,196.0,,Manufacturing,United States,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,yfinance_only,MEDIUM,46458003497.74921,USD,True
Edgio,EGIO,EGIO,EGIO,"Edgio, Inc.",NGM,1391127.0,2023-06-06,2024-03-07,134.0,12%,Infrastructure,United States,https://investors.edg.io/static-files/829cb878-ba70-4965-bb63-3c4629781a41https://seekingalpha.com/news/3978762-edgio-to-cut-12-of-its-workforce-to-reduce-cost,EDGAR_exact,HIGH,,,False
Unity,U,,U,Unity Software Inc.,NYQ,,2023-06-06,,50.0,,Other,United States,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,yfinance_only,MEDIUM,9581807015.407928,USD,True
Spotify,SPOT,,SPOT,Spotify Technology S.A.,NYQ,,2023-06-05,,200.0,2%,Media,Sweden,https://www.cnbc.com/2023/06/05/spotify-layoffs-200-employees-or-about-2percent-of-its-workforce-cut.html,yfinance_only,MEDIUM,96766760633.96973,USD,True
ZoomInfo,GTM,,GTM,ZoomInfo Technologies Inc.,NMS,,2023-06-02,,120.0,3%,Sales,Canada,https://www.bizjournals.com/portland/inno/stories/news/2023/06/02/zoominfo-layoffs.html,yfinance_only,MEDIUM,1785973644.1348338,USD,True
Outbrain,OB,OB,852.SG,Outbrain Inc.,STU,1454938.0,2023-06-01,2023-05-31,90.0,10%,Marketing,United States,https://www.calcalistech.com/ctechnews/article/syxin3hl3,EDGAR_exact,LOW_CONFLICT,,,False
SentinelOne,S,,S,"SentinelOne, Inc.",NYQ,,2023-06-01,,,5%,Security,United States,https://s28.q4cdn.com/399982429/files/doc_earnings/2024/q1/generic/Shareholder-Letter-Q1-FY24-FINAL-SentinelOne.pdf,yfinance_only,MEDIUM,4529080304.5457,USD,True
ZipRecruiter,ZIP,ZIP,ZIP,"ZipRecruiter, Inc.",NYQ,1617553.0,2023-05-31,2023-05-31,270.0,20%,Recruiting,United States,https://www.sec.gov/ix?doc=/Archives/edgar/data/1617553/000161755323000028/zip-20230531.htm,EDGAR_exact,HIGH,157853007.91251433,USD,True
DHI Group,DHX,,DHX,"DHI Group, Inc.",NYQ,,2023-05-26,,53.0,10%,Recruiting,United States,https://aimgroup.com/2023/05/26/dhi-group-to-cut-workforce-by-10/,yfinance_only,MEDIUM,132982815.81192875,USD,True
Western Digital,WDC,,WDC,Western Digital Corporation,NMS,,2023-05-24,,60.0,7%,Hardware,Israel,https://www.calcalistech.com/ctechnews/article/sk4mliohh,yfinance_only,MEDIUM,101793676688.34769,USD,True
Qualcomm,QCOM,,QCOM,QUALCOMM Incorporated,NMS,,2023-05-23,,30.0,,Hardware,Israel,https://www.calcalistech.com/ctechnews/article/hkfdle9s3,yfinance_only,MEDIUM,135940779278.794,USD,True
AppFolio,APPF,APPF,APPF,"AppFolio, Inc.",NGM,1433195.0,2023-05-22,2025-01-30,62.0,,Real Estate,United States,https://www.pacbiztimes.com/2023/05/22/appfolio-lays-off-62-people/,EDGAR_exact,HIGH,5547487479.953491,USD,True
TuSimple,TSPH,TSPH,,,,1823593.0,2023-05-18,2023-12-04,,30%,Transportation,United States,https://techcrunch.com/2023/05/18/tusimple-to-lay-off-30-of-u-s-workforce-keep-china-business/,EDGAR_exact,MEDIUM,67533334.61287844,USD,True
Lemonade,LMND,,LMND,"Lemonade, Inc.",NYQ,,2023-05-16,,45.0,3%,Finance,United States,https://www.calcalistech.com/ctechnews/article/s18wcz11r2,yfinance_only,MEDIUM,4664736535.349625,USD,True
Telenav,,,,,,,2023-05-12,,172.0,,Transportation,Romania,https://www.romania-insider.com/telenav-closes-cluj-office-may-2023,yfinance_only,NONE,,,
CS Disco,LAW,,LAW,"CS Disco, Inc.",NYQ,,2023-05-11,,,8%,Legal,United States,https://www.law360.com/pulse/legal-tech/articles/1606941/legal-tech-co-disco-cuts-staff-8-in-2nd-round-of-layoffs,yfinance_only,MEDIUM,240650246.38023734,USD,True
Microsoft,MSFT,,MSFT,Microsoft Corporation,NMS,,2023-05-10,,158.0,,Other,United States,https://www.geekwire.com/2023/microsoft-cutting-more-jobs-in-seattle-region-beyond-global-layoffs-announced-in-january/,yfinance_only,MEDIUM,2745297298505.8135,USD,True
Redbubble,,,,,,,2023-05-10,,70.0,23%,Retail,Australia,https://www.afr.com/technology/redbubble-axes-75-roles-in-a-new-cost-cutting-round-20230510-p5d762,yfinance_only,NONE,,,
Similarweb,SMWB,,SMWB,Similarweb Ltd.,NYQ,,2023-05-10,,60.0,6%,Other,United States,https://www.calcalistech.com/ctechnews/article/sya4wmt4h,yfinance_only,MEDIUM,232200433.47501373,USD,True
Akamai,AKAM,,AKAM,"Akamai Technologies, Inc.",NMS,,2023-05-09,,290.0,3%,Security,United States,https://www.bizjournals.com/boston/news/2023/05/09/akamai-cuts-global-workforce-2023.html,yfinance_only,MEDIUM,16770799195.5,USD,True
AudioCodes,AUDC,,AUDC,AudioCodes Ltd.,NMS,,2023-05-09,,80.0,6%,Other,Israel,https://www.calcalistech.com/ctechnews/article/hjnggpd43,yfinance_only,MEDIUM,247197710.6981516,USD,True
Marqeta,MQ,MQ,MQ,"Marqeta, Inc.",NMS,1522540.0,2023-05-09,2024-11-12,,15%,Finance,United States,https://www.fool.com/earnings/call-transcripts/2023/05/09/marqeta-mq-q1-2023-earnings-call-transcript/,EDGAR_exact,HIGH,1729590074.0197945,USD,True
Twist Bioscience,TWST,TWST,TWST,Twist Bioscience Corporation,NMS,1581280.0,2023-05-05,2023-08-04,270.0,25%,Healthcare,United States,https://www.biospace.com/article/releases/twist-bioscience-reports-fiscal-second-quarter-2023-financial-results/,EDGAR_exact,HIGH,3037381872.2925415,USD,True
Shopify,SHOP,,SHOP,Shopify Inc.,NMS,,2023-05-04,,2300.0,20%,Retail,Canada,https://www.cbc.ca/news/business/shopify-layoffs-1.6831842,yfinance_only,MEDIUM,154678504246.48102,USD,True
Sabre,SABR,SABR,SABR,Sabre Corporation,NMS,1597033.0,2023-05-04,2020-11-30,1100.0,15%,Travel,United States,https://skift.com/2023/05/04/sabre-is-cutting-15-percent-of-its-workforce-roughly-1100-jobs/,EDGAR_exact,HIGH,569049347.0919886,USD,True
Unity,U,,U,Unity Software Inc.,NYQ,,2023-05-03,,600.0,8%,Other,United States,https://www.wsj.com/articles/unity-conducts-its-third-and-largest-round-of-layoffs-in-a-year-48fdafe1,yfinance_only,MEDIUM,9581807015.407928,USD,True
Upwork,UPWK,,UPWK,Upwork Inc.,NMS,,2023-05-03,,137.0,15%,Other,United States,https://www.upwork.com/press/releases/a-message-from-our-ceo,yfinance_only,MEDIUM,1460721631.812706,USD,True
Brightcove,,,,,,,2023-05-03,,70.0,10%,Marketing,United States,https://www.bizjournals.com/boston/news/2023/05/03/brightcove-cuts-across-organization.html,yfinance_only,NONE,,,
Cue Health,HLTHQ,,HLTHQ,Cue Health Inc.,PNK,,2023-04-28,,326.0,30%,Healthcare,United States,https://www.sec.gov/Archives/edgar/data/1628945/000162894523000085/hlth-20230428.htm,yfinance_only,MEDIUM,159.09181359833178,USD,True
Dropbox,DBX,DBX,DBX,"Dropbox, Inc.",NMS,1467623.0,2023-04-27,2025-02-20,500.0,16%,Other,United States,https://blog.dropbox.com/topics/company/a-message-from-drew,EDGAR_exact,HIGH,5777369315.7155,USD,True
Alteryx,,,,,,1689923.0,2023-04-27,2023-08-07,320.0,11%,Data,United States,https://siliconangle.com/2023/04/27/alteryx-delivers-mixed-earnings-results-plans-cut-11-staff/,EDGAR_exact,NONE,,,
Vroom,VRM,VRM,VRM,"Vroom, Inc.",NGM,1580864.0,2023-04-27,2024-01-22,120.0,11%,Transportation,United States,https://www.hrkatha.com/news/layoff/vroom-to-let-go-11-workforce/,EDGAR_exact,HIGH,67158339.71404076,USD,True
Megaport,MP1.AX,,MP1.AX,MEGAPORT FPO [MP1],ASX,,2023-04-27,,50.0,16%,Infrastructure,Australia,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02659300-2A1446019?access_token=83ff96335c2d45a094df02a206a39ff4,yfinance_only,MEDIUM,1269074541.1403446,AUD,True
Lyft,LYFT,LYFT,LYFT,"Lyft, Inc.",NMS,1759509.0,2023-04-21,2025-02-11,1072.0,26%,Transportation,United States,https://www.cnbc.com/2023/04/27/lyft-layoffs-company-to-cut-1072-employees-or-26percent-of-its-workforce.html,EDGAR_exact,HIGH,5307406644.185877,USD,True
BuzzFeed,BZFD,,BZFD,"BuzzFeed, Inc.",NCM,1828972.0,2023-04-20,2023-04-20,180.0,15%,Media,United States,https://variety.com/2023/digital/news/buzzfeed-news-shutting-down-layoffs-1235589751/,EDGAR_exact,MEDIUM,22658513.582209826,USD,True
Lenovo,0992.HK,,0992.HK,LENOVO GROUP,HKG,,2023-04-20,,,,Hardware,United States,https://www.channelweb.co.uk/news/4112502/lenovo-layoffs-confirmed-response-pc-downturn-report,yfinance_only,MEDIUM,120201143440.86781,HKD,True
F5,FFIV,FFIV,FFIV,"F5, Inc.",NMS,1048695.0,2023-04-19,2023-06-09,623.0,9%,Security,United States,https://www.reuters.com/technology/software-firm-f5-layoff-9-staff-trims-fiscal-revenue-guidance-2023-04-19/,EDGAR_exact,HIGH,16796198707.402618,USD,True
WalkMe,,,,,,,2023-04-19,,112.0,10%,Other,United States,https://www.calcalistech.com/ctechnews/article/byc3z4pgn,yfinance_only,NONE,,,
Opendoor,OPEN,,OPEN,Opendoor Technologies Inc,NMS,,2023-04-18,,560.0,22%,Real Estate,United States,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,yfinance_only,MEDIUM,4379547612.677471,USD,True
Viasat,VSAT,VSAT,VSAT,"ViaSat, Inc.",NMS,797721.0,2023-04-12,2023-11-02,300.0,4%,Other,United States,https://www.sandiegouniontribune.com/business/story/2023-04-12/viasat-trims-global-workforce,EDGAR_exact,HIGH,6143654205.051319,USD,True
Science 37,,,,,,1819113.0,2023-04-12,2024-02-09,140.0,,Healthcare,United States,https://www.bizjournals.com/triangle/news/2023/04/12/science-37-cutting-140-jobs-us-europe-asia-growth.html,EDGAR_exact,NONE,,,
Medtronic,MDT,,MDT,Medtronic plc.,NYQ,,2023-04-12,,59.0,,Healthcare,United States,https://www.massdevice.com/medtronic-layoffs-california/,yfinance_only,MEDIUM,110491136867.35522,USD,True
Redfin,RDFN,RDFN,,,,1382821.0,2023-04-11,2023-08-03,201.0,4%,Real Estate,United States,https://www.geekwire.com/2023/redfin-lays-off-201-employees-as-housing-market-continues-to-retrench/,EDGAR_exact,MEDIUM,,,False
Acxiom,,,,,,,2023-04-11,,,,Marketing,United States,https://www.thecabin.net/news/acxiom-reduces-workforce-following-assessment/article_82704fbb-6267-5072-a057-b8f026aabe7a.html,yfinance_only,NONE,,,
Pear Therapeutics,,,,,,1835567.0,2023-04-07,2022-11-14,170.0,92%,Healthcare,United States,https://www.statnews.com/2023/04/07/pear-therapeutics-bankruptcy-stock-sale/,EDGAR_exact,NONE,,,
Absolute Software,,,,,,,2023-04-06,,40.0,5%,Security,Canada,https://www.absolute.com/company/press-releases/2023/absolute-software-announces-workforce-restructuring/,yfinance_only,NONE,,,
Amplitude,AMPL,,AMPL,"Amplitude, Inc.",NCM,,2023-04-05,,99.0,13%,Data,United States,https://amplitude.com/blog/team-update,yfinance_only,MEDIUM,908004219.9987316,USD,True
View,VRAYQ,,VRAYQ,"ViewRay, Inc.",PNK,,2023-04-03,,170.0,23%,Other,United States,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,yfinance_only,MEDIUM,18340.203336687482,USD,True
Apple,AAPL,,AAPL,Apple Inc.,NMS,,2023-04-03,,,,Retail,United States,https://www.bloomberg.com/news/articles/2023-04-03/apple-to-make-small-number-of-job-cuts-in-some-corporate-retail-teams#xj4y7vzkg,yfinance_only,MEDIUM,3757230895147.217,USD,True
Roku,ROKU,ROKU,ROKU,"Roku, Inc.",NMS,1428439.0,2023-03-30,2023-09-06,200.0,6%,Media,United States,https://www.reuters.com/technology/streaming-device-maker-roku-cut-200-jobs-second-round-layoffs-2023-03-30/,EDGAR_exact,HIGH,13990896452.056938,USD,True
LendingTree,TREE,TREE,TREE,"LendingTree, Inc.",NMS,1434621.0,2023-03-30,2023-03-29,150.0,13%,Finance,United States,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,EDGAR_exact,HIGH,584852967.6346436,USD,True
Spotify,SPOT,,SPOT,Spotify Technology S.A.,NYQ,,2023-03-30,,15.0,,Media,Sweden,https://www.bloomberg.com/news/newsletters/2023-03-30/tensions-flare-inside-npr-after-staff-layoffs-and-town-halls,yfinance_only,MEDIUM,96766760633.96973,USD,True
Kyndryl,KD,,KD,"Kyndryl Holdings, Inc.",NYQ,,2023-03-30,,,,Infrastructure,United States,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone,yfinance_only,MEDIUM,2947790087.5091553,USD,True
Electronic Arts,EA,,EA,Electronic Arts Inc.,NMS,,2023-03-29,,780.0,6%,Consumer,United States,https://www.wsj.com/articles/electronic-arts-says-it-is-laying-off-6-of-workforce-d9c2b7e1?mod=djemalertNEWS,yfinance_only,MEDIUM,50946651350.768234,USD,True
Seagate,STX,STX,STX,Seagate Technology Holdings PLC,NMS,1137789.0,2023-03-29,2022-10-26,480.0,,Hardware,United States,https://in.investing.com/news/seagate-unveils-further-round-of-layoffs-citing-economic-uncertainty-3578578,EDGAR_exact,HIGH,94789616422.36609,USD,True
iCAD,ICAD.PA,,ICAD.PA,ICADE,PAR,,2023-03-29,,23.0,28%,Healthcare,United States,https://www.medtechdive.com/news/iCAD-AI-layoffs-new-ceo/646300/,yfinance_only,MEDIUM,1508839443.1765537,EUR,True
Shift,SFTGQ,SFTGQ,FOUR,"Shift4 Payments, Inc.",NYQ,1762322.0,2023-03-29,2024-09-26,,30%,Transportation,United States,https://techcrunch.com/2023/03/29/online-used-car-marketplace-shift-cuts-workforce-30-following-carlotz-merger/,EDGAR_exact,LOW_CONFLICT,,,False
Lucid Motors,,,,,,,2023-03-28,,1300.0,18%,Transportation,United States,https://techcrunch.com/2023/03/28/lucid-to-lay-off-1300-employees-in-restructuring/,yfinance_only,NONE,,,
AEye,AEYE,,AEYE,"AudioEye, Inc.",NCM,1818644.0,2023-03-28,2024-09-03,46.0,33%,Transportation,United States,https://investors.aeye.ai/node/8921/html,EDGAR_exact,MEDIUM,86847058.61658096,USD,True
Better Therapeutics,BTTX,,BTTX,"Better Therapeutics, Inc.",PNK,1832415.0,2023-03-27,2023-03-24,,35%,Healthcare,United States,https://www.mobihealthnews.com/news/prescription-digital-therapeutics-company-better-therapeutics-announces-layoffs,EDGAR_exact,MEDIUM,5451.555662282117,USD,True
Cimpress,CMPR,,CMPR,Cimpress PLC,NMS,,2023-03-23,,500.0,,Retail,France,https://www.marketwatch.com/story/cimpress-plans-to-cut-about-500-jobs-768d3efc,yfinance_only,MEDIUM,1826698983.9876938,USD,True
Logitech,LOGI,,LOGI,Logitech International S.A. - R,NMS,,2023-03-22,,300.0,,Hardware,Switzerland,https://www.bloomberg.com/news/articles/2023-03-22/logitech-cuts-300-jobs-on-post-covid-slump-in-computer-gadgets?srnd=technology-vp#xj4y7vzkg,yfinance_only,MEDIUM,13520852708.469269,USD,True
Wejo,WEJOF,,WEJOF,Wejo Group Limited,PNK,1864448.0,2023-03-22,2023-03-23,40.0,16%,Transportation,United Kingdom,https://wejo.gcs-web.com/node/7461/html,EDGAR_exact,MEDIUM,10990.0592,USD,True
Marvell,MRVL,,MRVL,"Marvell Technology, Inc.",NMS,,2023-03-21,,320.0,4%,Hardware,United States,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,yfinance_only,MEDIUM,93313438523.35956,USD,True
Expedia,EXPE,,EXPE,"Expedia Group, Inc.",NMS,,2023-03-21,,,,Travel,United States,https://www.geekwire.com/2023/expedia-group-lays-off-workers-as-part-of-strategic-actions/,yfinance_only,MEDIUM,27897514311.541946,USD,True
Laybuy,,,,,,,2023-03-21,,,10%,Finance,New Zealand,https://www.nbr.co.nz/investment/laybuy-begins-further-restructure-affecting-10-of-staff/,yfinance_only,NONE,,,
Amazon,AMZN,,AMZN,"Amazon.com, Inc.",NMS,,2023-03-20,,9000.0,,Retail,United States,https://www.cnbc.com/2023/03/20/amazon-layoffs-company-to-cut-off-9000-more-workers.html,yfinance_only,MEDIUM,2260452366220.8086,USD,True
Freshworks,FRSH,,FRSH,Freshworks Inc.,NMS,,2023-03-16,,114.0,2%,Support,United States,https://www.moneycontrol.com/news/business/freshworks-undertakes-another-round-of-layoffs-10259901.html,yfinance_only,MEDIUM,2292970896.5888214,USD,True
Coherent,COHR,,COHR,Coherent Corp.,NYQ,,2023-03-16,,108.0,,Manufacturing,United States,https://www.siliconvalley.com/2023/03/16/coherent-fremont-job-cut-tech-layoff-google-facebook-twitter-economy/,yfinance_only,MEDIUM,46458003497.74921,USD,True
Leafly,,,,,,,2023-03-16,,40.0,21%,Retail,United States,https://www.geekwire.com/2023/leafly-reportedly-lays-off-employees-for-second-time-in-a-year/,yfinance_only,NONE,,,
Boxed,,,,,,,2023-03-15,,32.0,25%,Retail,United States,https://www.crainsnewyork.com/technology/e-commerce-firm-boxedcom-shed-25-staff-it-looks-buyer,yfinance_only,NONE,,,
Nubank,,,,,,,2023-03-15,,30.0,,Finance,Brazil,https://brazilian.report/liveblog/politics-insider/2023/06/07/nubank-layoffs-restructuring/,yfinance_only,NONE,,,
Meta,META,,META,"Meta Platforms, Inc.",NMS,,2023-03-14,,10000.0,,Consumer,United States,https://about.fb.com/news/2023/03/mark-zuckerberg-meta-year-of-efficiency/,yfinance_only,MEDIUM,1465194362007.3398,USD,True
Samsung,005930.KS,,005930.KS,SamsungElec,KSC,,2023-03-14,,30.0,,Hardware,United States,https://www.zeebiz.com/companies/news-samsung-layoffs-2023-south-korean-giant-cuts-3-jobs-at-us-chip-subsidiary-225788,yfinance_only,MEDIUM,1192797229678400.0,KRW,True
GoTo Group,,,,,,,2023-03-10,,600.0,,Transportation,Indonesia,https://www.reuters.com/technology/indonesia-tech-firm-goto-announces-layoffs-impacts-around-600-roles-statement-2023-03-10/,yfinance_only,NONE,,,
Xero,XRX,,XRX,Xerox Holdings Corporation,NMS,,2023-03-09,,800.0,15%,Finance,New Zealand,https://www.stuff.co.nz/business/300826021/xero-plans-to-cut-up-to-800-jobs,yfinance_only,MEDIUM,162058431.81340504,USD,True
Neoleukin Therapeutics,NGNE,NGNE,,,,1404644.0,2023-03-09,2023-03-10,,70%,Healthcare,United States,https://www.geekwire.com/2023/shares-of-neoleukin-therapeutics-spike-after-announcing-layoffs-and-potential-sale-or-merger/,EDGAR_exact,MEDIUM,337339184.0035515,USD,True
Take-Two Interactive,TTWO,,TTWO,"Take-Two Interactive Software, ",NMS,,2023-03-07,,,,Consumer,United States,https://www.gamespot.com/articles/gta-parent-company-confirms-layoffs-primarily-impacting-non-development-positions/1100-6512117/,yfinance_only,MEDIUM,36701774814.089355,USD,True
Atlassian,TEAM,,TEAM,Atlassian Corporation,NMS,,2023-03-06,,500.0,5%,Other,Australia,https://www.cnbc.com/2023/03/06/atlassian-cuts-5percent-of-headcount-as-it-focuses-on-high-priority-areas.html,yfinance_only,MEDIUM,18295927137.774734,USD,True
SiriusXM,SIRI,,SIRI,SiriusXM Holdings Inc.,NMS,,2023-03-06,,475.0,8%,Media,United States,https://variety.com/2023/digital/news/siriusxm-layoffs-465-employees-1235543907/,yfinance_only,MEDIUM,7878907847.40477,USD,True
Embark Trucks,,,,,,,2023-03-03,,230.0,70%,Transportation,United States,https://techcrunch.com/2023/03/03/embark-trucks-lays-off-workers-explores-liquidation-of-self-driving-truck-assets/,yfinance_only,NONE,,,
Airbnb,ABNB,,ABNB,"Airbnb, Inc.",NMS,,2023-03-03,,30.0,,Travel,United States,https://www.bloomberg.com/news/articles/2023-03-03/airbnb-layoffs-hit-recruiting-staff-even-as-it-selectively-hires,yfinance_only,MEDIUM,75053153865.67712,USD,True
Accolade,,,,,,,2023-03-03,,,,Healthcare,United States,https://www.bizjournals.com/seattle/news/2023/03/03/accolade-layoffs-reducing-office-footprint-seattle.html,yfinance_only,NONE,,,
Zscaler,ZS,,ZS,"Zscaler, Inc.",NMS,,2023-03-02,,177.0,3%,Security,United States,https://www.crn.com/news/security/zscaler-discloses-layoffs-for-3-percent-of-employees,yfinance_only,MEDIUM,21975265084.59343,USD,True
Thoughtworks,,,,,,,2023-03-01,,500.0,4%,Other,United States,https://techcrunch.com/2023/03/01/thoughtworks-layoffs-economic-slowdown/,yfinance_only,NONE,,,
Sonder,SONDQ,,SONDQ,Sonder Holdings Inc.,PNK,1819395.0,2023-03-01,2024-02-20,100.0,14%,Travel,United States,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001819395/000181939523000010/son-20230301.htm,EDGAR_exact,MEDIUM,2661.6961327598983,USD,True
Electronic Arts,EA,,EA,Electronic Arts Inc.,NMS,,2023-02-28,,200.0,,Consumer,United States,https://kotaku.com/ea-apex-legends-bugs-layoffs-respawn-zoom-1850168472,yfinance_only,MEDIUM,50946651350.768234,USD,True
Eventbrite,EB,EB,EB4.MU,Eventbrite Inc.               R,MUN,1475115.0,2023-02-28,2024-11-07,80.0,8%,Consumer,United States,https://www.reuters.com/markets/us/ticketing-service-provider-eventbrite-lay-off-8-workforce-2023-02-28/,EDGAR_exact,LOW_CONFLICT,452958147.28999996,USD,True
MeridianLink,MLNK,MLNK,,,,1834494.0,2023-02-28,2023-02-28,,9%,Finance,United States,https://www.marketscreener.com/quote/stock/MERIDIANLINK-INC-125185257/news/MeridianLink-A-Message-from-MeridianLink-CEO-Nicolaas-Vlok-43111536/,EDGAR_exact,MEDIUM,,,False
Sono Motors,,,,,,,2023-02-27,,300.0,,Transportation,Germany,https://twitter.com/sonomotors/status/1630246207137419264,yfinance_only,NONE,,,
Palantir,PLTR,,PLTR,Palantir Technologies Inc.,NMS,,2023-02-27,,75.0,2%,Data,United States,https://www.cnbc.com/2023/02/27/palantir-layoffs-75-employees-2percent-of-workforce.html,yfinance_only,MEDIUM,350356588042.2571,USD,True
Twitter,,,,,,,2023-02-25,,200.0,10%,Consumer,United States,https://www.nytimes.com/2023/02/26/technology/twitter-layoffs.html,yfinance_only,NONE,,,
Ericsson,ERIC,,ERIC,Ericsson,NMS,,2023-02-24,,8500.0,8%,Other,Sweden,https://www.reuters.com/business/media-telecom/ericsson-lay-off-8500-employees-memo-2023-02-24/,yfinance_only,MEDIUM,38518278827.10993,USD,True
Lucira Health,,,,,,1652724.0,2023-02-24,2022-11-01,26.0,,Healthcare,United States,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,EDGAR_exact,NONE,,,
EQRx,,,,,,1843762.0,2023-02-24,2023-05-08,,18%,Healthcare,United States,https://www.biopharmadive.com/news/eqrx-biotech-layoffs-jobs-restructuring/643507/,EDGAR_exact,NONE,,,
EVgo,EVGO,,EVGO,EVgo Inc.,NMS,,2023-02-23,,40.0,,Transportation,United States,https://www.businesswire.com/news/home/20230223005797/en/EVgo-Inc.-Aligns-Organization-Around-Growing-Its-Charging-Network,yfinance_only,MEDIUM,554157847.4384055,USD,True
